KO,Gene
ko:K00046,BareSoil-2.bin.13-k141_1307328_4
ko:K10439,BareSoil-2.bin.13-k141_1307328_5
ko:K02339,BareSoil-2.bin.13-k141_2118117_2
ko:K07263,BareSoil-2.bin.13-k141_2898953_4
ko:K07263,BareSoil-2.bin.13-k141_2898953_5
ko:K01487,BareSoil-2.bin.13-k141_2898953_12
ko:K02083,BareSoil-2.bin.13-k141_4665410_4
ko:K06861,BareSoil-2.bin.13-k141_4297189_21
ko:K00789,BareSoil-2.bin.13-k141_1569770_12
ko:K12262,BareSoil-2.bin.13-k141_1569770_15
ko:K02029,BareSoil-2.bin.13-k141_4110184_11
ko:K02029,BareSoil-2.bin.13-k141_4110184_12
ko:K10439,BareSoil-2.bin.13-k141_4110184_16
ko:K15792,BareSoil-2.bin.13-k141_281028_3
ko:K02029,BareSoil-2.bin.13-k141_4371833_1
ko:K02029,BareSoil-2.bin.13-k141_4371833_2
ko:K13588,BareSoil-2.bin.13-k141_3070782_28
ko:K02021,BareSoil-2.bin.13-k141_3070785_8
ko:K02258,BareSoil-2.bin.13-k141_116384_13
ko:K17662,BareSoil-2.bin.13-k141_2698805_7
ko:K09710,BareSoil-2.bin.13-k141_4116053_7
ko:K00969,BareSoil-2.bin.13-k141_4116053_8
ko:K03328,BareSoil-2.bin.13-k141_3271592_3
ko:K00820,BareSoil-2.bin.13-k141_3271592_8
ko:K02233,BareSoil-2.bin.13-k141_402578_8
ko:K02564,BareSoil-2.bin.13-k141_4524088_3
ko:K00789,BareSoil-2.bin.13-k141_1427163_11
ko:K03980,BareSoil-2.bin.13-k141_1427163_23
ko:K00046,BareSoil-2.bin.13-k141_2832022_14
ko:K03786,BareSoil-2.bin.13-k141_3496935_6
ko:K07126,BareSoil-2.bin.13-k141_2427816_2
ko:K10439,BareSoil-2.bin.13-k141_4673330_5
ko:K00311,BareSoil-2.bin.13-k141_707024_5
ko:K03529,BareSoil-2.bin.13-k141_707024_11
ko:K01077,BareSoil-2.bin.13-k141_1079703_4
ko:K00939,BareSoil-2.bin.13-k141_1215500_2
ko:K07478,BareSoil-2.bin.13-k141_1215500_10
ko:K06199,BareSoil-2.bin.13-k141_1215500_11
ko:K13643,BareSoil-2.bin.13-k141_3970782_3
ko:K00108,BareSoil-2.bin.13-k141_1151238_4
ko:K09927,BareSoil-2.bin.13-k141_3971443_8
ko:K02053,BareSoil-2.bin.13-k141_3971443_31
ko:K00108,BareSoil-2.bin.13-k141_3971443_35
ko:K00343,BareSoil-2.bin.13-k141_510187_3
ko:K02427,BareSoil-2.bin.13-k141_132962_1
ko:K02057,BareSoil-2.bin.13-k141_1365632_3
ko:K02057,BareSoil-2.bin.13-k141_1365632_4
ko:K07126,BareSoil-2.bin.13-k141_1764600_3
ko:K00266,BareSoil-2.bin.13-k141_4314246_2
ko:K00786,BareSoil-2.bin.13-k141_4314246_4
ko:K08305,BareSoil-2.bin.13-k141_4314246_4
ko:K14161,BareSoil-2.bin.13-k141_4314246_19
ko:K14652,BareSoil-2.bin.13-k141_421994_3
ko:K06987,BareSoil-2.bin.13-k141_421994_6
ko:K02057,BareSoil-2.bin.13-k141_1680766_9
ko:K04042,BareSoil-2.bin.13-k141_2260543_2
ko:K00820,BareSoil-2.bin.13-k141_2260543_3
ko:K09159,BareSoil-2.bin.13-k141_2260543_6
ko:K02418,BareSoil-2.bin.13-k141_4249293_5
ko:K08990,BareSoil-2.bin.13-k141_4249293_13
ko:K02029,BareSoil-2.bin.13-k141_3803875_2
ko:K02029,BareSoil-2.bin.13-k141_3803875_3
ko:K10014,BareSoil-2.bin.13-k141_3803875_4
ko:K00654,BareSoil-2.bin.13-k141_3297940_5
ko:K10439,BareSoil-2.bin.13-k141_3589699_7
ko:K00782,BareSoil-2.bin.13-k141_3528915_2
ko:K09123,BareSoil-2.bin.13-k141_346591_2
ko:K02057,BareSoil-2.bin.13-k141_3299851_9
ko:K01918,BareSoil-2.bin.13-k141_3664184_3
ko:K11070,BareSoil-2.bin.13-k141_207099_2
ko:K00625,BareSoil-2.bin.13-k141_207099_10
ko:K13829,BareSoil-2.bin.13-k141_4625227_14
ko:K09883,BareSoil-2.bin.13-k141_4625227_19
ko:K00035,BareSoil-2.bin.13-k141_2636910_5
ko:K02053,BareSoil-2.bin.13-k141_4330955_21
ko:K02302,BareSoil-2.bin.13-k141_652973_9
ko:K01628,BareSoil-2.bin.13-k141_4559121_6
ko:K06720,BareSoil-2.bin.13-k141_4559121_27
ko:K04066,BareSoil-2.bin.13-k141_1389849_2
ko:K02113,BareSoil-2.bin.13-k141_1389849_3
ko:K12542,BareSoil-2.bin.13-k141_216496_1
ko:K01077,BareSoil-2.bin.13-k141_216496_2
ko:K02453,BareSoil-2.bin.13-k141_216496_4
ko:K11070,BareSoil-2.bin.13-k141_871286_8
ko:K00285,BareSoil-2.bin.13-k141_871286_16
ko:K02053,BareSoil-2.bin.13-k141_871286_21
ko:K01194,BareSoil-2.bin.13-k141_871286_23
ko:K02053,BareSoil-2.bin.13-k141_4192077_5
ko:K11070,BareSoil-2.bin.13-k141_4192077_5
ko:K11070,BareSoil-2.bin.13-k141_4192077_19
ko:K07056,BareSoil-2.bin.13-k141_2790894_9
ko:K01920,BareSoil-2.bin.13-k141_2790894_11
ko:K10439,BareSoil-2.bin.13-k141_1982644_5
ko:K13874,BareSoil-2.bin.13-k141_1982644_9
ko:K10439,BareSoil-2.bin.13-k141_1982644_10
ko:K02029,BareSoil-2.bin.13-k141_1982644_17
ko:K02029,BareSoil-2.bin.13-k141_1982644_18
ko:K03802,BareSoil-2.bin.14-k141_4270628_4
ko:K01114,BareSoil-2.bin.14-k141_2283925_2
ko:K00855,BareSoil-2.bin.14-k141_2283925_8
ko:K00343,BareSoil-2.bin.14-k141_3684514_3
ko:K00805,BareSoil-2.bin.14-k141_3684514_4
ko:K09117,BareSoil-2.bin.14-k141_2287260_1
ko:K01868,BareSoil-2.bin.14-k141_2439195_2
ko:K02302,BareSoil-2.bin.14-k141_4349286_7
ko:K11070,BareSoil-2.bin.14-k141_595571_4
ko:K09123,BareSoil-2.bin.14-k141_1042893_7
ko:K03980,BareSoil-2.bin.14-k141_1491346_1
ko:K03802,BareSoil-2.bin.14-k141_2732792_2
ko:K16011,BareSoil-2.bin.14-k141_4355175_1
ko:K01077,BareSoil-2.bin.14-k141_601102_4
ko:K07140,BareSoil-2.bin.14-k141_1056094_4
ko:K00820,BareSoil-2.bin.14-k141_2737471_3
ko:K21472,BareSoil-2.bin.14-k141_2022320_1
ko:K00945,BareSoil-2.bin.14-k141_4139127_2
ko:K01114,BareSoil-2.bin.14-k141_1286908_2
ko:K01609,BareSoil-2.bin.14-k141_609365_1
ko:K03466,BareSoil-2.bin.14-k141_2891991_1
ko:K07050,BareSoil-2.bin.14-k141_1343907_3
ko:K07588,BareSoil-2.bin.14-k141_2476041_6
ko:K21472,BareSoil-2.bin.14-k141_688772_1
ko:K03529,BareSoil-2.bin.14-k141_3406060_5
ko:K00928,BareSoil-2.bin.14-k141_1566423_7
ko:K02057,BareSoil-2.bin.14-k141_273827_3
ko:K02057,BareSoil-2.bin.14-k141_273827_4
ko:K11070,BareSoil-2.bin.14-k141_2178263_1
ko:K09927,BareSoil-2.bin.14-k141_1348748_2
ko:K07164,BareSoil-2.bin.14-k141_483836_4
ko:K06187,BareSoil-2.bin.14-k141_3342324_2
ko:K01817,BareSoil-2.bin.14-k141_399593_4
ko:K01637,BareSoil-2.bin.14-k141_399593_9
ko:K04343,BareSoil-2.bin.14-k141_1526677_4
ko:K09123,BareSoil-2.bin.14-k141_702434_5
ko:K01560,BareSoil-2.bin.14-k141_4116845_4
ko:K00872,BareSoil-2.bin.14-k141_2702320_4
ko:K18233,BareSoil-2.bin.14-k141_3861564_3
ko:K15526,BareSoil-2.bin.14-k141_1823972_2
ko:K02021,BareSoil-2.bin.14-k141_1943961_2
ko:K16786,BareSoil-2.bin.14-k141_1943961_2
ko:K16787,BareSoil-2.bin.14-k141_1943961_2
ko:K00789,BareSoil-2.bin.14-k141_1078482_5
ko:K04066,BareSoil-2.bin.14-k141_1078482_6
ko:K02356,BareSoil-2.bin.14-k141_4381724_1
ko:K11754,BareSoil-2.bin.14-k141_129198_3
ko:K02377,BareSoil-2.bin.14-k141_3574769_1
ko:K00762,BareSoil-2.bin.14-k141_3791709_10
ko:K11070,BareSoil-2.bin.14-k141_2913982_5
ko:K02053,BareSoil-2.bin.14-k141_2913982_6
ko:K03980,BareSoil-2.bin.14-k141_1364004_1
ko:K06872,BareSoil-2.bin.14-k141_3512778_3
ko:K04042,BareSoil-2.bin.14-k141_2620376_6
ko:K16011,BareSoil-2.bin.14-k141_2254191_1
ko:K14652,BareSoil-2.bin.14-k141_2254191_3
ko:K00793,BareSoil-2.bin.14-k141_2254191_4
ko:K01239,BareSoil-2.bin.14-k141_1095689_6
ko:K13015,BareSoil-2.bin.14-k141_3142965_8
ko:K08999,BareSoil-2.bin.14-k141_46568_8
ko:K16870,BareSoil-2.bin.14-k141_2853908_7
ko:K09690,BareSoil-2.bin.14-k141_2853908_10
ko:K11070,BareSoil-2.bin.14-k141_3377050_4
ko:K13479,BareSoil-2.bin.14-k141_205295_3
ko:K07478,BareSoil-2.bin.14-k141_2859124_1
ko:K07447,BareSoil-2.bin.14-k141_2859124_5
ko:K03466,BareSoil-2.bin.14-k141_3591380_1
ko:K10273,BareSoil-2.bin.14-k141_209226_2
ko:K19477,BareSoil-2.bin.14-k141_209226_2
ko:K03635,BareSoil-2.bin.14-k141_209226_17
ko:K00294,BareSoil-2.bin.14-k141_2863485_8
ko:K02835,BareSoil-2.bin.14-k141_352051_3
ko:K11070,BareSoil-2.bin.14-k141_438780_4
ko:K04042,BareSoil-2.bin.14-k141_3385077_3
ko:K01665,BareSoil-2.bin.14-k141_4331078_3
ko:K01114,BareSoil-2.bin.14-k141_4040959_4
ko:K14161,BareSoil-2.bin.14-k141_3451475_2
ko:K02053,BareSoil-2.bin.14-k141_4704586_3
ko:K07056,BareSoil-2.bin.14-k141_3818468_2
ko:K00939,BareSoil-2.bin.15-k141_2135228_3
ko:K02895,BareSoil-2.bin.15-k141_2135228_12
ko:K04567,BareSoil-2.bin.15-k141_3682085_28
ko:K09810,BareSoil-2.bin.15-k141_3682085_30
ko:K00046,BareSoil-2.bin.15-k141_2651440_19
ko:K21947,BareSoil-2.bin.15-k141_2651440_28
ko:K00928,BareSoil-2.bin.15-k141_4051966_1
ko:K00809,BareSoil-2.bin.15-k141_3905068_1
ko:K06181,BareSoil-2.bin.15-k141_3905068_7
ko:K02021,BareSoil-2.bin.15-k141_3905068_9
ko:K06872,BareSoil-2.bin.15-k141_2065848_6
ko:K00528,BareSoil-2.bin.15-k141_4198713_5
ko:K07140,BareSoil-2.bin.15-k141_4272467_1
ko:K04127,BareSoil-2.bin.15-k141_887328_22
ko:K07263,BareSoil-2.bin.15-k141_3830768_8
ko:K07263,BareSoil-2.bin.15-k141_3830768_9
ko:K03980,BareSoil-2.bin.15-k141_2508271_2
ko:K06872,BareSoil-2.bin.15-k141_2508271_4
ko:K07799,BareSoil-2.bin.15-k141_80905_6
ko:K06181,BareSoil-2.bin.15-k141_1036733_11
ko:K06187,BareSoil-2.bin.15-k141_522674_3
ko:K00406,BareSoil-2.bin.15-k141_2875409_2
ko:K07285,BareSoil-2.bin.15-k141_2070113_3
ko:K07285,BareSoil-2.bin.15-k141_3169933_5
ko:K08999,BareSoil-2.bin.15-k141_231355_8
ko:K02668,BareSoil-2.bin.15-k141_892112_5
ko:K08963,BareSoil-2.bin.15-k141_2657485_17
ko:K03635,BareSoil-2.bin.15-k141_3391897_16
ko:K11754,BareSoil-2.bin.15-k141_3391897_20
ko:K19585,BareSoil-2.bin.15-k141_1704988_5
ko:K07126,BareSoil-2.bin.15-k141_1858477_2
ko:K01214,BareSoil-2.bin.15-k141_3918398_2
ko:K06861,BareSoil-2.bin.15-k141_599749_5
ko:K04066,BareSoil-2.bin.15-k141_903302_29
ko:K03154,BareSoil-2.bin.15-k141_747128_4
ko:K21947,BareSoil-2.bin.15-k141_747128_6
ko:K04065,BareSoil-2.bin.15-k141_1633455_2
ko:K03154,BareSoil-2.bin.15-k141_4210021_1
ko:K02458,BareSoil-2.bin.15-k141_161173_6
ko:K02453,BareSoil-2.bin.15-k141_3327316_12
ko:K07020,BareSoil-2.bin.15-k141_1557955_2
ko:K00343,BareSoil-2.bin.15-k141_1557955_5
ko:K06910,BareSoil-2.bin.15-k141_3044741_2
ko:K06910,BareSoil-2.bin.15-k141_3044741_3
ko:K06218,BareSoil-2.bin.15-k141_3474869_25
ko:K02453,BareSoil-2.bin.15-k141_13604_7
ko:K15727,BareSoil-2.bin.15-k141_3713495_2
ko:K01918,BareSoil-2.bin.15-k141_1559362_3
ko:K01007,BareSoil-2.bin.15-k141_1559362_7
ko:K01755,BareSoil-2.bin.15-k141_1559362_19
ko:K07164,BareSoil-2.bin.15-k141_750003_4
ko:K02613,BareSoil-2.bin.15-k141_1719778_6
ko:K07140,BareSoil-2.bin.15-k141_1719778_6
ko:K09690,BareSoil-2.bin.15-k141_2389328_5
ko:K06320,BareSoil-2.bin.15-k141_2389328_6
ko:K00969,BareSoil-2.bin.15-k141_992357_8
ko:K04065,BareSoil-2.bin.15-k141_3931987_15
ko:K01214,BareSoil-2.bin.15-k141_3931987_16
ko:K13643,BareSoil-2.bin.15-k141_105467_3
ko:K02837,BareSoil-2.bin.15-k141_2468929_9
ko:K03466,BareSoil-2.bin.15-k141_465040_4
ko:K16011,BareSoil-2.bin.15-k141_263013_5
ko:K16923,BareSoil-2.bin.15-k141_1295503_3
ko:K07478,BareSoil-2.bin.15-k141_3726428_4
ko:K07285,BareSoil-2.bin.15-k141_2893917_5
ko:K02668,BareSoil-2.bin.15-k141_2402977_4
ko:K02450,BareSoil-2.bin.15-k141_1514508_2
ko:K07126,BareSoil-2.bin.15-k141_1514508_2
ko:K14048,BareSoil-2.bin.15-k141_4000509_3
ko:K03529,BareSoil-2.bin.15-k141_693877_3
ko:K06990,BareSoil-2.bin.15-k141_2997623_5
ko:K07447,BareSoil-2.bin.15-k141_2231382_2
ko:K00343,BareSoil-2.bin.15-k141_2556671_7
ko:K09990,BareSoil-2.bin.15-k141_2231742_7
ko:K02377,BareSoil-2.bin.15-k141_4149782_2
ko:K02450,BareSoil-2.bin.15-k141_4149782_3
ko:K00027,BareSoil-2.bin.15-k141_4149782_5
ko:K00797,BareSoil-2.bin.15-k141_2414880_8
ko:K02835,BareSoil-2.bin.15-k141_574933_5
ko:K09780,BareSoil-2.bin.15-k141_574933_9
ko:K02021,BareSoil-2.bin.15-k141_1814950_2
ko:K02389,BareSoil-2.bin.15-k141_1814950_4
ko:K17225,BareSoil-2.bin.15-k141_1350844_4
ko:K01868,BareSoil-2.bin.15-k141_944770_6
ko:K09690,BareSoil-2.bin.15-k141_1073798_4
ko:K07560,BareSoil-2.bin.15-k141_2569308_10
ko:K00311,BareSoil-2.bin.15-k141_2128219_2
ko:K00789,BareSoil-2.bin.15-k141_2573164_1
ko:K09474,BareSoil-2.bin.15-k141_2193475_3
ko:K00762,BareSoil-2.bin.15-k141_4378454_4
ko:K03151,BareSoil-2.bin.15-k141_1578035_2
ko:K05554,BareSoil-2.bin.15-k141_1578035_3
ko:K15886,BareSoil-2.bin.15-k141_1578035_3
ko:K03786,BareSoil-2.bin.15-k141_184789_10
ko:K02356,BareSoil-2.bin.15-k141_184789_11
ko:K00294,BareSoil-2.bin.15-k141_184789_19
ko:K07806,BareSoil-2.bin.15-k141_1542962_20
ko:K01194,BareSoil-2.bin.15-k141_1147861_8
ko:K07263,BareSoil-2.bin.15-k141_3508083_3
ko:K07263,BareSoil-2.bin.15-k141_3508083_4
ko:K01665,BareSoil-2.bin.15-k141_3508083_10
ko:K02619,BareSoil-2.bin.15-k141_3508083_11
ko:K10700,BareSoil-2.bin.15-k141_1150243_1
ko:K16964,BareSoil-2.bin.15-k141_1150243_1
ko:K16011,BareSoil-2.bin.15-k141_714896_9
ko:K15727,BareSoil-2.bin.15-k141_3971651_1
ko:K04103,BareSoil-2.bin.15-k141_1952050_1
ko:K02849,BareSoil-2.bin.15-k141_3206615_6
ko:K00343,BareSoil-2.bin.15-k141_513113_1
ko:K16923,BareSoil-2.bin.15-k141_2257674_8
ko:K00343,BareSoil-2.bin.15-k141_2257674_10
ko:K02841,BareSoil-2.bin.15-k141_4318599_2
ko:K02849,BareSoil-2.bin.15-k141_1594284_8
ko:K01879,BareSoil-2.bin.15-k141_4550465_3
ko:K07275,BareSoil-2.bin.15-k141_4622553_6
ko:K02113,BareSoil-2.bin.15-k141_1450637_4
ko:K18912,BareSoil-2.bin.15-k141_647260_12
ko:K05341,BareSoil-2.bin.15-k141_1597952_8
ko:K07343,BareSoil-2.bin.15-k141_3150954_2
ko:K02302,BareSoil-2.bin.15-k141_213165_10
ko:K06920,BareSoil-2.bin.15-k141_3459045_8
ko:K03087,BareSoil-2.bin.15-k141_3459045_11
ko:K09690,BareSoil-2.bin.15-k141_3459045_16
ko:K07126,BareSoil-2.bin.16-k141_2431926_9
ko:K13582,BareSoil-2.bin.16-k141_2431926_9
ko:K00451,BareSoil-2.bin.16-k141_3240652_29
ko:K00265,BareSoil-2.bin.16-k141_3387792_1
ko:K17242,BareSoil-2.bin.16-k141_2508416_21
ko:K00151,BareSoil-2.bin.16-k141_3978227_4
ko:K16011,BareSoil-2.bin.16-k141_1845713_35
ko:K01077,BareSoil-2.bin.16-k141_374552_2
ko:K13529,BareSoil-2.bin.16-k141_1848435_23
ko:K13530,BareSoil-2.bin.16-k141_1848435_23
ko:K05962,BareSoil-2.bin.16-k141_2141480_4
ko:K00762,BareSoil-2.bin.16-k141_965791_11
ko:K08316,BareSoil-2.bin.16-k141_965791_23
ko:K01194,BareSoil-2.bin.16-k141_965791_31
ko:K00027,BareSoil-2.bin.16-k141_965791_39
ko:K00266,BareSoil-2.bin.16-k141_965791_52
ko:K00265,BareSoil-2.bin.16-k141_965791_53
ko:K07221,BareSoil-2.bin.16-k141_1328916_9
ko:K02258,BareSoil-2.bin.16-k141_1328916_18
ko:K01800,BareSoil-2.bin.16-k141_3910840_1
ko:K00311,BareSoil-2.bin.16-k141_3910840_4
ko:K02668,BareSoil-2.bin.16-k141_3466432_3
ko:K02453,BareSoil-2.bin.16-k141_1626632_4
ko:K14161,BareSoil-2.bin.16-k141_1626632_9
ko:K01356,BareSoil-2.bin.16-k141_1626632_11
ko:K01755,BareSoil-2.bin.16-k141_2658726_51
ko:K16092,BareSoil-2.bin.16-k141_3031598_17
ko:K01447,BareSoil-2.bin.16-k141_3031598_19
ko:K03806,BareSoil-2.bin.16-k141_3031598_19
ko:K09696,BareSoil-2.bin.16-k141_2370159_21
ko:K01879,BareSoil-2.bin.16-k141_2370159_39
ko:K08305,BareSoil-2.bin.16-k141_2296804_41
ko:K07577,BareSoil-2.bin.16-k141_4277110_2
ko:K09955,BareSoil-2.bin.16-k141_1552765_8
ko:K00046,BareSoil-2.bin.16-k141_3836363_9
ko:K07126,BareSoil-2.bin.16-k141_3836363_14
ko:K06910,BareSoil-2.bin.16-k141_899545_26
ko:K00939,BareSoil-2.bin.16-k141_977031_13
ko:K00383,BareSoil-2.bin.16-k141_3700639_7
ko:K01800,BareSoil-2.bin.16-k141_1553981_1
ko:K00457,BareSoil-2.bin.16-k141_1553981_3
ko:K21703,BareSoil-2.bin.16-k141_901385_3
ko:K03786,BareSoil-2.bin.16-k141_3102617_12
ko:K02849,BareSoil-2.bin.16-k141_3102617_22
ko:K14652,BareSoil-2.bin.16-k141_451215_5
ko:K00793,BareSoil-2.bin.16-k141_451215_6
ko:K01337,BareSoil-2.bin.16-k141_243881_12
ko:K02477,BareSoil-2.bin.16-k141_1273470_2
ko:K03578,BareSoil-2.bin.16-k141_1555904_6
ko:K00294,BareSoil-2.bin.16-k141_2086918_2
ko:K06861,BareSoil-2.bin.16-k141_2456250_3
ko:K07274,BareSoil-2.bin.16-k141_2972108_11
ko:K02427,BareSoil-2.bin.16-k141_602145_8
ko:K21023,BareSoil-2.bin.16-k141_2457550_1
ko:K02477,BareSoil-2.bin.16-k141_2532264_16
ko:K03578,BareSoil-2.bin.16-k141_603459_1
ko:K03409,BareSoil-2.bin.16-k141_251684_5
ko:K03586,BareSoil-2.bin.16-k141_2672735_9
ko:K07343,BareSoil-2.bin.16-k141_749607_23
ko:K02477,BareSoil-2.bin.16-k141_1928590_16
ko:K02668,BareSoil-2.bin.16-k141_255728_7
ko:K01113,BareSoil-2.bin.16-k141_3180681_8
ko:K00481,BareSoil-2.bin.16-k141_2099722_11
ko:K21703,BareSoil-2.bin.16-k141_2099722_16
ko:K03529,BareSoil-2.bin.16-k141_3552230_7
ko:K00151,BareSoil-2.bin.16-k141_4215576_7
ko:K00797,BareSoil-2.bin.16-k141_463574_3
ko:K00928,BareSoil-2.bin.16-k141_463574_6
ko:K02837,BareSoil-2.bin.16-k141_2226475_24
ko:K02847,BareSoil-2.bin.16-k141_1640453_9
ko:K09461,BareSoil-2.bin.16-k141_1000539_16
ko:K01728,BareSoil-2.bin.16-k141_3723585_17
ko:K03269,BareSoil-2.bin.16-k141_3554906_2
ko:K03749,BareSoil-2.bin.16-k141_3554906_8
ko:K11754,BareSoil-2.bin.16-k141_3554906_9
ko:K02356,BareSoil-2.bin.16-k141_3554906_20
ko:K09159,BareSoil-2.bin.16-k141_610990_3
ko:K04567,BareSoil-2.bin.16-k141_610990_11
ko:K02477,BareSoil-2.bin.16-k141_313174_6
ko:K09930,BareSoil-2.bin.16-k141_4145332_5
ko:K01817,BareSoil-2.bin.16-k141_563996_2
ko:K09780,BareSoil-2.bin.16-k141_111538_23
ko:K15866,BareSoil-2.bin.16-k141_1346270_5
ko:K02517,BareSoil-2.bin.16-k141_1346270_18
ko:K01113,BareSoil-2.bin.16-k141_1346270_31
ko:K21023,BareSoil-2.bin.16-k141_1346270_59
ko:K17242,BareSoil-2.bin.16-k141_1346270_88
ko:K01214,BareSoil-2.bin.16-k141_1346270_109
ko:K04065,BareSoil-2.bin.16-k141_4148169_4
ko:K03466,BareSoil-2.bin.16-k141_1303510_1
ko:K07478,BareSoil-2.bin.16-k141_1303510_4
ko:K00872,BareSoil-2.bin.16-k141_2897425_3
ko:K12262,BareSoil-2.bin.16-k141_278378_10
ko:K01007,BareSoil-2.bin.16-k141_4665916_1
ko:K06187,BareSoil-2.bin.16-k141_4665916_6
ko:K07799,BareSoil-2.bin.16-k141_3191508_6
ko:K19586,BareSoil-2.bin.16-k141_3191508_6
ko:K19595,BareSoil-2.bin.16-k141_3191508_6
ko:K04066,BareSoil-2.bin.16-k141_578001_4
ko:K13633,BareSoil-2.bin.16-k141_3489102_4
ko:K00786,BareSoil-2.bin.16-k141_3489102_24
ko:K06872,BareSoil-2.bin.16-k141_3489102_32
ko:K01918,BareSoil-2.bin.16-k141_3191922_6
ko:K02339,BareSoil-2.bin.16-k141_3191922_31
ko:K02837,BareSoil-2.bin.16-k141_3191922_40
ko:K07560,BareSoil-2.bin.16-k141_2566269_10
ko:K09810,BareSoil-2.bin.16-k141_1425688_7
ko:K00457,BareSoil-2.bin.16-k141_1655170_1
ko:K01800,BareSoil-2.bin.16-k141_1655170_3
ko:K00311,BareSoil-2.bin.16-k141_1655170_6
ko:K02450,BareSoil-2.bin.16-k141_1137319_4
ko:K07447,BareSoil-2.bin.16-k141_2350113_5
ko:K00457,BareSoil-2.bin.16-k141_3082225_4
ko:K02302,BareSoil-2.bin.16-k141_3351394_8
ko:K02303,BareSoil-2.bin.16-k141_3351394_8
ko:K02517,BareSoil-2.bin.16-k141_3789690_6
ko:K00939,BareSoil-2.bin.16-k141_635439_9
ko:K14161,BareSoil-2.bin.16-k141_1958149_2
ko:K01356,BareSoil-2.bin.16-k141_1958149_4
ko:K02459,BareSoil-2.bin.16-k141_3656290_3
ko:K02458,BareSoil-2.bin.16-k141_3656290_4
ko:K02477,BareSoil-2.bin.16-k141_2624563_1
ko:K00945,BareSoil-2.bin.16-k141_855930_7
ko:K20035,BareSoil-2.bin.16-k141_4689086_2
ko:K00820,BareSoil-2.bin.16-k141_4689086_11
ko:K02458,BareSoil-2.bin.16-k141_2261391_7
ko:K02459,BareSoil-2.bin.16-k141_2261391_8
ko:K02462,BareSoil-2.bin.16-k141_2261391_11
ko:K02463,BareSoil-2.bin.16-k141_2261391_12
ko:K09810,BareSoil-2.bin.16-k141_146324_3
ko:K01194,BareSoil-2.bin.16-k141_4323488_4
ko:K00928,BareSoil-2.bin.16-k141_1102846_18
ko:K13529,BareSoil-2.bin.16-k141_4404412_9
ko:K13530,BareSoil-2.bin.16-k141_4404412_9
ko:K09696,BareSoil-2.bin.16-k141_4185624_6
ko:K00265,BareSoil-2.bin.16-k141_794420_1
ko:K07263,BareSoil-2.bin.16-k141_794420_23
ko:K01609,BareSoil-2.bin.16-k141_4560180_7
ko:K01817,BareSoil-2.bin.16-k141_4560180_8
ko:K20035,BareSoil-2.bin.16-k141_4189082_8
ko:K00820,BareSoil-2.bin.16-k141_4189082_17
ko:K03806,BareSoil-2.bin.16-k141_4191743_2
ko:K16092,BareSoil-2.bin.16-k141_4191743_4
ko:K07020,BareSoil-2.bin.16-k141_4193559_12
ko:K09990,BareSoil-2.bin.16-k141_4193559_15
ko:K06910,BareSoil-2.bin.16-k141_4414394_2
ko:K17837,BareSoil-2.bin.16-k141_3607275_3
ko:K00872,BareSoil-2.bin.16-k141_1467414_12
ko:K13634,BareSoil-2.bin.16-k141_1467414_26
ko:K18303,BareSoil-2.bin.16-k141_1467414_37
ko:K07140,BareSoil-2.bin.16-k141_70212_3
ko:K07577,BareSoil-2.bin.16-k141_70212_7
ko:K13010,BareSoil-2.bin.17-k141_2282767_3
ko:K00876,BareSoil-2.bin.17-k141_1178743_3
ko:K09810,BareSoil-2.bin.17-k141_75459_3
ko:K01113,BareSoil-2.bin.17-k141_369735_1
ko:K11153,BareSoil-2.bin.17-k141_517715_2
ko:K11161,BareSoil-2.bin.17-k141_517715_2
ko:K07039,BareSoil-2.bin.17-k141_1326436_6
ko:K00928,BareSoil-2.bin.17-k141_3462300_2
ko:K01337,BareSoil-2.bin.17-k141_813071_1
ko:K04567,BareSoil-2.bin.17-k141_3538955_2
ko:K01337,BareSoil-2.bin.17-k141_4568963_2
ko:K01113,BareSoil-2.bin.17-k141_3029387_2
ko:K02837,BareSoil-2.bin.17-k141_4422897_1
ko:K07164,BareSoil-2.bin.17-k141_895791_3
ko:K00500,BareSoil-2.bin.17-k141_4424690_4
ko:K03154,BareSoil-2.bin.17-k141_2518629_4
ko:K01337,BareSoil-2.bin.17-k141_973177_1
ko:K01224,BareSoil-2.bin.17-k141_2805489_6
ko:K00820,BareSoil-2.bin.17-k141_2583797_1
ko:K07560,BareSoil-2.bin.17-k141_974899_2
ko:K07126,BareSoil-2.bin.17-k141_3100402_1
ko:K10012,BareSoil-2.bin.17-k141_2524180_5
ko:K09930,BareSoil-2.bin.17-k141_3544599_4
ko:K00027,BareSoil-2.bin.17-k141_249216_2
ko:K02377,BareSoil-2.bin.17-k141_4505051_1
ko:K09690,BareSoil-2.bin.17-k141_3253808_4
ko:K02477,BareSoil-2.bin.17-k141_2313245_1
ko:K07577,BareSoil-2.bin.17-k141_4284591_8
ko:K01007,BareSoil-2.bin.17-k141_2534589_6
ko:K01337,BareSoil-2.bin.17-k141_3108826_2
ko:K02113,BareSoil-2.bin.17-k141_3256900_5
ko:K01665,BareSoil-2.bin.17-k141_3331258_1
ko:K01337,BareSoil-2.bin.17-k141_3259297_3
ko:K13010,BareSoil-2.bin.17-k141_4289353_4
ko:K17722,BareSoil-2.bin.17-k141_1726235_4
